geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_2w,timeframe_4w,sum2w,sum4w,mean2w,mean4w,sumTotal_last2w,sumTotal_last4w,inzmean2w,inzmean4w,inzsumTotal_last2w,inzsumTotal_last4w,inzsum2w,inzsum4w,entries_letzter_stand,entries_neu_gemeldet,entries_diff_last_age,entries_diff_last
BE,202107,554,TRUE,52194,1,100,1047473,52.89,4982.85,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-190,-18.14,-25.5,0,FALSE,FALSE,1298,3270,649,817.5,NA,NA,61.96,78.04,NA,NA,123.92,312.18,554,0,7,424
BL,202107,210,TRUE,13541,1,100,292817,71.72,4624.39,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-26,-8.88,-11,0,FALSE,FALSE,446,1014,223,253.5,NA,NA,76.16,86.57,NA,NA,152.31,346.29,210,0,7,117
BS,202107,92,TRUE,10127,1,100,196036,46.93,5165.89,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-25,-12.75,-21.4,0,FALSE,FALSE,209,608,104.5,152,NA,NA,53.31,77.54,NA,NA,106.61,310.15,92,0,7,95
FL,202107,10,TRUE,2626,1,100,39055,25.6,6723.85,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-6,-15.37,-37.5,0,FALSE,FALSE,26,102,13,25.5,NA,NA,33.29,65.29,NA,NA,66.57,261.17,10,0,7,10
FR,202107,271,TRUE,26942,1,100,329809,82.17,8168.97,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-64,-19.4,-19.1,0,FALSE,FALSE,606,1667,303,416.75,NA,NA,91.87,126.36,NA,NA,183.74,505.44,271,0,7,62
GE,202107,686,TRUE,50295,1,100,509448,134.66,9872.45,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-140,-27.48,-16.9,0,FALSE,FALSE,1512,3352,756,838,NA,NA,148.4,164.49,NA,NA,296.79,657.97,686,0,7,247
GL,202107,21,TRUE,2175,1,100,41190,50.98,5280.41,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-15,-36.42,-41.7,0,FALSE,FALSE,57,160,28.5,40,NA,NA,69.19,97.11,NA,NA,138.38,388.44,21,0,7,18
GR,202107,119,TRUE,10594,1,100,201376,59.09,5260.81,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-49,-24.34,-29.2,0,FALSE,FALSE,287,877,143.5,219.25,NA,NA,71.26,108.88,NA,NA,142.52,435.5,119,0,7,46
JU,202107,84,TRUE,5773,1,100,73798,113.82,7822.71,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,5,6.77,6.3,0,FALSE,FALSE,163,406,81.5,101.5,NA,NA,110.44,137.54,NA,NA,220.87,550.15,84,0,7,31
LU,202107,218,TRUE,21564,1,100,420326,51.86,5130.3,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-32,-7.62,-12.8,0,FALSE,FALSE,468,1373,234,343.25,NA,NA,55.67,81.66,NA,NA,111.34,326.65,218,0,7,84
NE,202107,329,TRUE,14144,1,100,176166,186.76,8028.79,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,32,18.17,10.8,0,FALSE,FALSE,626,1080,313,270,NA,NA,177.67,153.26,NA,NA,355.35,613.06,329,0,7,74
NW,202107,33,TRUE,1948,1,100,43894,75.18,4437.96,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-2,-4.56,-5.7,0,FALSE,FALSE,68,173,34,43.25,NA,NA,77.46,98.53,NA,NA,154.92,394.13,33,0,7,11
OW,202107,46,TRUE,1716,1,100,38435,119.68,4464.68,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,7,18.21,17.9,0,FALSE,FALSE,85,151,42.5,37.75,NA,NA,110.58,98.22,NA,NA,221.15,392.87,46,0,7,17
SG,202107,331,TRUE,33837,1,100,519245,63.75,6516.58,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-87,-16.75,-20.8,0,FALSE,FALSE,749,2143,374.5,535.75,NA,NA,72.12,103.18,NA,NA,144.25,412.71,331,0,7,86
SH,202107,49,TRUE,3657,1,100,83995,58.34,4353.83,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,18,21.43,58.1,0,FALSE,FALSE,80,180,40,45,NA,NA,47.62,53.57,NA,NA,95.24,214.3,49,0,7,29
SO,202107,238,TRUE,13434,1,100,280245,84.93,4793.66,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,57,20.34,31.5,0,FALSE,FALSE,419,975,209.5,243.75,NA,NA,74.76,86.98,NA,NA,149.51,347.91,238,0,7,87
SZ,202107,96,TRUE,9495,1,100,163689,58.65,5800.63,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-22,-13.44,-18.6,0,FALSE,FALSE,214,548,107,137,NA,NA,65.37,83.7,NA,NA,130.74,334.78,96,0,7,19
TG,202107,251,TRUE,14387,1,100,285964,87.77,5031.05,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,51,17.83,25.5,0,FALSE,FALSE,451,956,225.5,239,NA,NA,78.86,83.58,NA,NA,157.71,334.31,251,0,7,70
TI,202107,269,TRUE,27615,1,100,352181,76.38,7841.14,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-18,-5.11,-6.3,0,FALSE,FALSE,556,1163,278,290.75,NA,NA,78.94,82.56,NA,NA,157.87,330.23,269,0,7,275
UR,202107,23,TRUE,1755,1,100,37047,62.08,4737.23,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,2,5.4,9.5,0,FALSE,FALSE,44,104,22,26,NA,NA,59.38,70.18,NA,NA,118.77,280.72,23,0,7,9
VD,202107,1088,TRUE,67815,1,100,822968,132.2,8240.3,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,20,2.43,1.9,0,FALSE,FALSE,2156,4802,1078,1200.5,NA,NA,130.99,145.87,NA,NA,261.98,583.5,1088,0,7,337
VS,202107,367,TRUE,30926,1,100,353209,103.9,8755.72,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-57,-16.14,-13.4,0,FALSE,FALSE,791,2142,395.5,535.5,NA,NA,111.97,151.61,NA,NA,223.95,606.44,367,0,7,152
ZG,202107,82,TRUE,6383,1,100,129787,63.18,4918.06,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-46,-35.44,-35.9,0,FALSE,FALSE,210,573,105,143.25,NA,NA,80.9,110.37,NA,NA,161.8,441.49,82,0,7,29
ZH,202107,1060,TRUE,87573,1,100,1564662,67.75,5596.93,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-07,-204,-13.03,-16.1,0,FALSE,FALSE,2324,5899,1162,1474.75,NA,NA,74.27,94.25,NA,NA,148.53,377.01,1060,0,7,532
AG,202108,510,TRUE,36597,1,100,703086,72.54,5205.2,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,96,13.66,23.2,0,FALSE,FALSE,924,2129,462,532.25,NA,NA,65.71,75.7,NA,NA,131.42,302.81,510,0,7,183
AI,202108,11,TRUE,881,1,100,16360,67.24,5385.09,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,1,6.12,10,0,FALSE,FALSE,21,41,10.5,10.25,NA,NA,64.18,62.65,NA,NA,128.36,250.61,11,0,7,0
AR,202108,29,TRUE,3143,1,100,55585,52.17,5654.4,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-9,-16.19,-23.7,0,FALSE,FALSE,67,162,33.5,40.5,NA,NA,60.27,72.86,NA,NA,120.54,291.45,29,0,7,5
BE,202108,650,TRUE,52844,1,100,1047473,62.05,5044.9,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,96,9.16,17.3,0,FALSE,FALSE,1204,2829,602,707.25,NA,NA,57.47,67.52,NA,NA,114.94,270.08,650,0,7,424
BL,202108,188,TRUE,13729,1,100,292817,64.2,4688.59,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-22,-7.52,-10.5,0,FALSE,FALSE,398,923,199,230.75,NA,NA,67.96,78.8,NA,NA,135.92,315.21,188,0,7,117
BS,202108,133,TRUE,10260,1,100,196036,67.84,5233.73,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,41,20.91,44.6,0,FALSE,FALSE,225,546,112.5,136.5,NA,NA,57.39,69.63,NA,NA,114.77,278.52,133,0,7,95
FL,202108,28,TRUE,2654,1,100,39055,71.69,6795.54,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,18,46.09,180,0,FALSE,FALSE,38,85,19,21.25,NA,NA,48.65,54.41,NA,NA,97.3,217.64,28,0,7,10
FR,202108,366,TRUE,27308,1,100,329809,110.97,8279.94,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,95,28.8,35.1,0,FALSE,FALSE,637,1505,318.5,376.25,NA,NA,96.57,114.08,NA,NA,193.14,456.32,366,0,7,62
GE,202108,678,TRUE,50973,1,100,509448,133.09,10005.54,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-8,-1.57,-1.2,0,FALSE,FALSE,1364,3081,682,770.25,NA,NA,133.87,151.19,NA,NA,267.74,604.77,678,0,7,247
GL,202108,30,TRUE,2205,1,100,41190,72.83,5353.24,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,9,21.85,42.9,0,FALSE,FALSE,51,121,25.5,30.25,NA,NA,61.91,73.44,NA,NA,123.82,293.76,30,0,7,18
GR,202108,146,TRUE,10740,1,100,201376,72.5,5333.31,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,27,13.41,22.7,0,FALSE,FALSE,265,676,132.5,169,NA,NA,65.8,83.92,NA,NA,131.59,335.69,146,0,7,46
JU,202108,81,TRUE,5854,1,100,73798,109.76,7932.46,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-3,-4.06,-3.6,0,FALSE,FALSE,165,338,82.5,84.5,NA,NA,111.79,114.5,NA,NA,223.58,458.01,81,0,7,31
LU,202108,238,TRUE,21802,1,100,420326,56.62,5186.93,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,20,4.76,9.2,0,FALSE,FALSE,456,1137,228,284.25,NA,NA,54.24,67.63,NA,NA,108.49,270.5,238,0,7,84
NE,202108,256,TRUE,14400,1,100,176166,145.32,8174.11,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-73,-41.44,-22.2,0,FALSE,FALSE,585,1102,292.5,275.5,NA,NA,166.04,156.39,NA,NA,332.07,625.55,256,0,7,74
NW,202108,18,TRUE,1966,1,100,43894,41.01,4478.97,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-15,-34.17,-45.5,0,FALSE,FALSE,51,134,25.5,33.5,NA,NA,58.09,76.32,NA,NA,116.19,305.28,18,0,7,11
OW,202108,19,TRUE,1735,1,100,38435,49.43,4514.11,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-27,-70.25,-58.7,0,FALSE,FALSE,65,144,32.5,36,NA,NA,84.56,93.66,NA,NA,169.12,374.66,19,0,7,17
SG,202108,336,TRUE,34173,1,100,519245,64.71,6581.29,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,5,0.96,1.5,0,FALSE,FALSE,667,1708,333.5,427,NA,NA,64.23,82.23,NA,NA,128.46,328.94,336,0,7,86
SH,202108,39,TRUE,3696,1,100,83995,46.43,4400.26,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-10,-11.91,-20.4,0,FALSE,FALSE,88,154,44,38.5,NA,NA,52.38,45.84,NA,NA,104.77,183.34,39,0,7,29
SO,202108,235,TRUE,13669,1,100,280245,83.86,4877.52,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-3,-1.07,-1.3,0,FALSE,FALSE,473,893,236.5,223.25,NA,NA,84.39,79.66,NA,NA,168.78,318.65,235,0,7,87
SZ,202108,100,TRUE,9595,1,100,163689,61.09,5861.73,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,4,2.44,4.2,0,FALSE,FALSE,196,457,98,114.25,NA,NA,59.87,69.8,NA,NA,119.74,279.19,100,0,7,19
TG,202108,188,TRUE,14575,1,100,285964,65.74,5096.8,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-63,-22.03,-25.1,0,FALSE,FALSE,439,845,219.5,211.25,NA,NA,76.76,73.87,NA,NA,153.52,295.49,188,0,7,70
TI,202108,320,TRUE,27935,1,100,352181,90.86,7932,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,51,14.48,19,0,FALSE,FALSE,589,1193,294.5,298.25,NA,NA,83.62,84.69,NA,NA,167.24,338.75,320,0,7,275
UR,202108,19,TRUE,1774,1,100,37047,51.29,4788.51,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-4,-10.79,-17.4,0,FALSE,FALSE,42,97,21,24.25,NA,NA,56.68,65.46,NA,NA,113.37,261.83,19,0,7,9
VD,202108,1134,TRUE,68949,1,100,822968,137.79,8378.09,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,46,5.59,4.2,0,FALSE,FALSE,2222,4611,1111,1152.75,NA,NA,135,140.07,NA,NA,270,560.29,1134,0,7,337
VS,202108,437,TRUE,31363,1,100,353209,123.72,8879.45,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,70,19.82,19.1,0,FALSE,FALSE,804,1884,402,471,NA,NA,113.81,133.35,NA,NA,227.63,533.4,437,0,7,152
ZG,202108,81,TRUE,6464,1,100,129787,62.41,4980.47,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-1,-0.77,-1.2,0,FALSE,FALSE,163,484,81.5,121,NA,NA,62.8,93.23,NA,NA,125.59,372.92,81,0,7,29
ZH,202108,968,TRUE,88541,1,100,1564662,61.87,5658.79,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-08,-92,-5.88,-8.7,0,FALSE,FALSE,2028,4916,1014,1229,NA,NA,64.81,78.55,NA,NA,129.61,314.19,968,0,7,532
AG,202109,472,TRUE,37069,1,100,703086,67.13,5272.33,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-38,-5.41,-7.5,0,FALSE,FALSE,982,1912,491,478,NA,NA,69.83,67.99,NA,NA,139.67,271.94,472,0,7,183
AI,202109,6,TRUE,887,1,100,16360,36.67,5421.76,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-5,-30.57,-45.5,0,FALSE,FALSE,17,34,8.5,8.5,NA,NA,51.96,51.96,NA,NA,103.91,207.82,6,0,7,0
AR,202109,40,TRUE,3183,1,100,55585,71.96,5726.37,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,11,19.79,37.9,0,FALSE,FALSE,69,146,34.5,36.5,NA,NA,62.07,65.67,NA,NA,124.13,262.66,40,0,7,5
BE,202109,603,TRUE,53447,1,100,1047473,57.57,5102.47,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-47,-4.48,-7.2,0,FALSE,FALSE,1253,2551,626.5,637.75,NA,NA,59.81,60.88,NA,NA,119.62,243.54,603,0,7,424
BL,202109,233,TRUE,13962,1,100,292817,79.57,4768.17,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,45,15.37,23.9,0,FALSE,FALSE,421,867,210.5,216.75,NA,NA,71.89,74.02,NA,NA,143.78,296.09,233,0,7,117
BS,202109,145,TRUE,10405,1,100,196036,73.97,5307.7,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,12,6.13,9,0,FALSE,FALSE,278,487,139,121.75,NA,NA,70.91,62.11,NA,NA,141.81,248.42,145,0,7,95
FL,202109,18,TRUE,2672,1,100,39055,46.09,6841.63,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-10,-25.6,-35.7,0,FALSE,FALSE,46,72,23,18,NA,NA,58.89,46.09,NA,NA,117.78,184.36,18,0,7,10
FR,202109,374,TRUE,27682,1,100,329809,113.4,8393.34,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,8,2.43,2.2,0,FALSE,FALSE,740,1346,370,336.5,NA,NA,112.19,102.03,NA,NA,224.37,408.11,374,0,7,62
GE,202109,690,TRUE,51663,1,100,509448,135.44,10140.98,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,12,2.35,1.8,0,FALSE,FALSE,1368,2880,684,720,NA,NA,134.26,141.33,NA,NA,268.53,565.32,690,0,7,247
GL,202109,23,TRUE,2228,1,100,41190,55.84,5409.08,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-7,-16.99,-23.3,0,FALSE,FALSE,53,110,26.5,27.5,NA,NA,64.34,66.76,NA,NA,128.67,267.06,23,0,7,18
GR,202109,143,TRUE,10883,1,100,201376,71.01,5404.32,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-3,-1.49,-2.1,0,FALSE,FALSE,289,576,144.5,144,NA,NA,71.76,71.51,NA,NA,143.51,286.03,143,0,7,46
JU,202109,79,TRUE,5933,1,100,73798,107.05,8039.51,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-2,-2.71,-2.5,0,FALSE,FALSE,160,323,80,80.75,NA,NA,108.4,109.42,NA,NA,216.81,437.68,79,0,7,31
LU,202109,338,TRUE,22140,1,100,420326,80.41,5267.34,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,100,23.79,42,0,FALSE,FALSE,576,1044,288,261,NA,NA,68.52,62.09,NA,NA,137.04,248.38,338,0,7,84
NE,202109,172,TRUE,14572,1,100,176166,97.64,8271.74,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-84,-47.68,-32.8,0,FALSE,FALSE,428,1054,214,263.5,NA,NA,121.48,149.57,NA,NA,242.95,598.3,172,0,7,74
NW,202109,36,TRUE,2002,1,100,43894,82.02,4560.99,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,18,41.01,100,0,FALSE,FALSE,54,122,27,30.5,NA,NA,61.51,69.49,NA,NA,123.02,277.94,36,0,7,11
OW,202109,30,TRUE,1765,1,100,38435,78.05,4592.17,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,11,28.62,57.9,0,FALSE,FALSE,49,134,24.5,33.5,NA,NA,63.74,87.16,NA,NA,127.49,348.64,30,0,7,17
SG,202109,377,TRUE,34550,1,100,519245,72.61,6653.89,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,41,7.9,12.2,0,FALSE,FALSE,713,1462,356.5,365.5,NA,NA,68.66,70.39,NA,NA,137.31,281.56,377,0,7,86
SH,202109,46,TRUE,3742,1,100,83995,54.77,4455.03,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,7,8.34,17.9,0,FALSE,FALSE,85,165,42.5,41.25,NA,NA,50.6,49.11,NA,NA,101.2,196.44,46,0,7,29
SO,202109,253,TRUE,13922,1,100,280245,90.28,4967.8,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,18,6.42,7.7,0,FALSE,FALSE,488,907,244,226.75,NA,NA,87.07,80.91,NA,NA,174.13,323.65,253,0,7,87
SZ,202109,100,TRUE,9695,1,100,163689,61.09,5922.82,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,0,0,0,0,FALSE,FALSE,200,414,100,103.5,NA,NA,61.09,63.23,NA,NA,122.18,252.92,100,0,7,19
TG,202109,238,TRUE,14813,1,100,285964,83.23,5180.02,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,50,17.49,26.6,0,FALSE,FALSE,426,877,213,219.25,NA,NA,74.48,76.67,NA,NA,148.97,306.68,238,0,7,70
TI,202109,352,TRUE,28287,1,100,352181,99.95,8031.95,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,32,9.09,10,0,FALSE,FALSE,672,1228,336,307,NA,NA,95.41,87.17,NA,NA,190.81,348.68,352,0,7,275
UR,202109,33,TRUE,1807,1,100,37047,89.08,4877.59,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,14,37.79,73.7,0,FALSE,FALSE,52,96,26,24,NA,NA,70.18,64.78,NA,NA,140.36,259.13,33,0,7,9
VD,202109,1080,TRUE,70029,1,100,822968,131.23,8509.32,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-54,-6.56,-4.8,0,FALSE,FALSE,2214,4370,1107,1092.5,NA,NA,134.51,132.75,NA,NA,269.03,531,1080,0,7,337
VS,202109,419,TRUE,31782,1,100,353209,118.63,8998.07,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,-18,-5.09,-4.1,0,FALSE,FALSE,856,1647,428,411.75,NA,NA,121.17,116.57,NA,NA,242.35,466.3,419,0,7,152
ZG,202109,102,TRUE,6566,1,100,129787,78.59,5059.06,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,21,16.18,25.9,0,FALSE,FALSE,183,393,91.5,98.25,NA,NA,70.5,75.7,NA,NA,141,302.8,102,0,7,29
ZH,202109,1197,TRUE,89738,1,100,1564662,76.5,5735.3,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-09,229,14.63,23.7,0,FALSE,FALSE,2165,4489,1082.5,1122.25,NA,NA,69.18,71.72,NA,NA,138.37,286.9,1197,0,7,532
AG,202110,742,TRUE,37811,1,100,703086,105.53,5377.86,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,270,38.4,57.2,0,FALSE,FALSE,1214,2138,607,534.5,NA,NA,86.33,76.02,NA,NA,172.67,304.09,742,0,7,183
AI,202110,11,TRUE,898,1,100,16360,67.24,5489,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,5,30.57,83.3,0,FALSE,FALSE,17,38,8.5,9.5,NA,NA,51.96,58.07,NA,NA,103.91,232.27,11,0,7,0
AR,202110,49,TRUE,3232,1,100,55585,88.15,5814.52,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,9,16.19,22.5,0,FALSE,FALSE,89,156,44.5,39,NA,NA,80.06,70.16,NA,NA,160.12,280.65,49,0,7,5
BE,202110,642,TRUE,54089,1,100,1047473,61.29,5163.76,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,39,3.72,6.5,0,FALSE,FALSE,1245,2449,622.5,612.25,NA,NA,59.43,58.45,NA,NA,118.86,233.8,642,0,7,424
BL,202110,295,TRUE,14257,1,100,292817,100.75,4868.91,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,62,21.18,26.6,0,FALSE,FALSE,528,926,264,231.5,NA,NA,90.16,79.06,NA,NA,180.32,316.24,295,0,7,117
BS,202110,176,TRUE,10581,1,100,196036,89.78,5397.48,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,31,15.81,21.4,0,FALSE,FALSE,321,546,160.5,136.5,NA,NA,81.87,69.63,NA,NA,163.75,278.52,176,0,7,95
FL,202110,21,TRUE,2693,1,100,39055,53.77,6895.4,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,3,7.68,16.7,0,FALSE,FALSE,39,77,19.5,19.25,NA,NA,49.93,49.29,NA,NA,99.86,197.16,21,0,7,10
FR,202110,333,TRUE,28015,1,100,329809,100.97,8494.31,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,-41,-12.43,-11,0,FALSE,FALSE,707,1344,353.5,336,NA,NA,107.18,101.88,NA,NA,214.37,407.51,333,0,7,62
GE,202110,804,TRUE,52467,1,100,509448,157.82,10298.79,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,114,22.38,16.5,0,FALSE,FALSE,1494,2858,747,714.5,NA,NA,146.63,140.25,NA,NA,293.26,561,804,0,7,247
GL,202110,17,TRUE,2245,1,100,41190,41.27,5450.35,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,-6,-14.57,-26.1,0,FALSE,FALSE,40,91,20,22.75,NA,NA,48.56,55.23,NA,NA,97.11,220.93,17,0,7,18
GR,202110,195,TRUE,11078,1,100,201376,96.83,5501.15,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,52,25.82,36.4,0,FALSE,FALSE,338,603,169,150.75,NA,NA,83.92,74.86,NA,NA,167.85,299.44,195,0,7,46
JU,202110,51,TRUE,5984,1,100,73798,69.11,8108.62,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,-28,-37.94,-35.4,0,FALSE,FALSE,130,295,65,73.75,NA,NA,88.08,99.93,NA,NA,176.16,399.74,51,0,7,31
LU,202110,458,TRUE,22598,1,100,420326,108.96,5376.3,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,120,28.55,35.5,0,FALSE,FALSE,796,1252,398,313,NA,NA,94.69,74.47,NA,NA,189.38,297.86,458,0,7,84
NE,202110,215,TRUE,14787,1,100,176166,122.04,8393.79,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,43,24.4,25,0,FALSE,FALSE,387,972,193.5,243,NA,NA,109.84,137.94,NA,NA,219.68,551.75,215,0,7,74
NW,202110,38,TRUE,2040,1,100,43894,86.57,4647.56,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,2,4.55,5.6,0,FALSE,FALSE,74,125,37,31.25,NA,NA,84.29,71.19,NA,NA,168.59,284.78,38,0,7,11
OW,202110,36,TRUE,1801,1,100,38435,93.66,4685.83,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,6,15.61,20,0,FALSE,FALSE,66,131,33,32.75,NA,NA,85.86,85.21,NA,NA,171.72,340.84,36,0,7,17
SG,202110,395,TRUE,34945,1,100,519245,76.07,6729.96,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,18,3.46,4.8,0,FALSE,FALSE,772,1439,386,359.75,NA,NA,74.34,69.28,NA,NA,148.68,277.13,395,0,7,86
SH,202110,59,TRUE,3801,1,100,83995,70.24,4525.27,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,13,15.47,28.3,0,FALSE,FALSE,105,193,52.5,48.25,NA,NA,62.5,57.44,NA,NA,125.01,229.78,59,0,7,29
SO,202110,246,TRUE,14168,1,100,280245,87.78,5055.58,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,-7,-2.5,-2.8,0,FALSE,FALSE,499,972,249.5,243,NA,NA,89.03,86.71,NA,NA,178.06,346.84,246,0,7,87
SZ,202110,101,TRUE,9796,1,100,163689,61.7,5984.52,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,1,0.61,1,0,FALSE,FALSE,201,397,100.5,99.25,NA,NA,61.4,60.63,NA,NA,122.79,242.53,101,0,7,19
TG,202110,226,TRUE,15039,1,100,285964,79.03,5259.05,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,-12,-4.2,-5,0,FALSE,FALSE,464,903,232,225.75,NA,NA,81.13,78.94,NA,NA,162.26,315.77,226,0,7,70
TI,202110,503,TRUE,28790,1,100,352181,142.82,8174.77,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,151,42.87,42.9,0,FALSE,FALSE,855,1444,427.5,361,NA,NA,121.39,102.5,NA,NA,242.77,410.02,503,0,7,275
UR,202110,48,TRUE,1855,1,100,37047,129.57,5007.15,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,15,40.49,45.5,0,FALSE,FALSE,81,123,40.5,30.75,NA,NA,109.32,83,NA,NA,218.64,332.01,48,0,7,9
VD,202110,1114,TRUE,71143,1,100,822968,135.36,8644.69,COVID19Cases,,2023-11-28_06-00-38,isoweek,2021-10,34,4.13,3.1,0,FALSE,FALSE,2194,4416,1097,1104,NA,NA,133.3,134.15,NA,NA,266.6,536.59,1114,0,7,337
